Block Number,Proposer ID,Builder ID,Winning Bid Value,Winning Block Value,Reward,Builder ID 1 Bid,Builder ID 2 Bid,Builder ID 3 Bid,Builder ID 4 Bid,Builder ID 5 Bid,Builder ID 10 Bid,Builder ID 30 Bid,Builder ID 50 Bid,Builder ID 70 Bid,Builder ID 90 Bid,Builder ID 1 Block Value,Builder ID 2 Block Value,Builder ID 3 Block Value,Builder ID 4 Block Value,Builder ID 5 Block Value,Builder ID 10 Block Value,Builder ID 30 Block Value,Builder ID 50 Block Value,Builder ID 70 Block Value,Builder ID 90 Block Value
1931,10,10,462.537,462.537,462.537,0,0,0,0,0,445.269,0,445.148,0,0,179.788,416.395,465.913,228.273,362.317,462.537,329.122,454.295,351.48,444.789
1932,10,70,472.958,537.916,64.9581,273.817,298.811,445.537,0,0,445.172,274.698,0,472.958,0,287.635,317.621,489.073,272.574,496.996,464.345,367.396,494.888,537.916,495.079
1933,3,3,506.899,506.899,506.899,0,0,0,0,473.213,0,0,0,0,0,225.655,483.209,506.899,278.984,562.426,476.949,450.676,493.769,440.094,371.877
1934,50,50,677.199,677.199,677.199,314.452,274.499,527.573,0,323.681,445.657,0,473.599,299.964,473.047,316.904,356.999,731.146,172.703,647.363,581.314,285.906,677.199,599.927,596.095
1935,2,5,673.723,777.447,103.723,514.487,0,540.475,0,673.723,526.911,0,473.442,0,298.791,540.975,383.365,612.95,396.401,777.447,617.821,430.165,600.884,563.862,471.581
1936,90,3,473.715,527.429,53.7146,293.684,314.311,473.715,0,0,0,294.094,0,274.468,0,325.367,348.622,527.429,208.408,414.644,333.503,464.189,354.302,508.935,472.529
1937,70,70,443.449,443.449,443.449,0,0,0,0,273.768,298.517,0,0,0,274.696,224.95,182.621,459.453,177.658,511.536,305.033,254.815,348.322,443.449,437.391
1938,1,5,314.134,592.269,278.134,0,0,299.294,0,314.134,0,0,0,0,0,220.517,197.498,366.587,89.6889,592.269,405.826,343.297,244.41,386.498,489.776
1939,10,10,436.783,436.783,436.783,0,0,0,0,0,274.392,0,0,314.186,0,175.519,120.381,232.046,100.571,231.438,436.783,210.969,196.425,324.372,268.884
1940,10,10,201.678,201.678,201.678,0,0,0,0,0,0,0,0,0,0,215.874,256.028,399.344,185.172,487.776,201.678,285.483,326.519,395.067,392.446
1941,10,50,557.904,567.808,9.90384,0,425.283,514.598,0,326.617,274.596,556.488,557.904,294.218,325.528,346.765,464.566,559.195,181.38,653.234,445.191,616.976,567.808,448.435,651.056
1942,70,70,604.565,604.565,604.565,0,0,293.711,0,0,0,275.133,558.664,561.283,560.581,276.187,302.749,501.422,125.592,527.316,582.891,550.266,601.328,604.565,691.161
1943,2,90,425.705,461.41,35.7048,121.327,0,0,0,0,0,363.029,0,0,425.705,242.654,287.6,452.437,166.618,371.704,283.582,538.057,417.597,437.73,461.41
1944,10,3,558.004,576.007,18.0035,0,0,558.004,0,362.605,0,0,0,0,0,341.305,294.735,576.007,195.165,541.211,205.07,439.631,317.468,519.518,261.74
1945,4,70,425.868,471.737,45.8683,0,121.481,0,0,0,0,0,0,425.868,0,106.815,124.962,213.369,182.223,296.286,193.512,141.77,304.715,471.737,258.937
1946,2,2,182.915,182.915,182.915,0,0,0,0,0,0,0,0,0,0,234.835,182.915,259.807,218.693,220.118,347.87,327.651,252.795,331.057,302.223
1947,90,90,280.333,280.333,280.333,0,0,0,0,175.084,0,0,150.214,0,140.166,363.756,195.027,130.35,172.754,350.167,272.352,225.746,300.428,346.445,280.333
1948,5,5,514.729,514.729,514.729,0,0,406.13,0,363.365,0,450.125,362.987,406.383,259.534,423.173,326.517,556.259,268.786,514.729,409.191,474.251,409.975,702.767,519.068
1949,4,70,556.349,606.699,50.3495,450.208,0,0,228.77,362.553,121.428,228.332,0,556.349,362.794,466.416,370.995,449.921,315.54,397.107,188.856,290.665,321.954,606.699,513.588
1950,50,50,464.671,464.671,464.671,228.538,0,163.901,0,0,363.226,0,0,0,0,229.077,227.891,327.803,188.642,291.254,384.452,441.534,464.671,472.32,479.32
1951,50,10,533.598,573.197,39.5984,0,0,363.436,0,0,533.598,0,0,266.925,0,397.003,202.973,416.872,185.339,491.883,573.197,407.393,415.741,533.85,503.651
1952,50,70,533.85,603.701,69.8503,0,0,0,0,0,0,284.226,0,533.85,501.619,263.269,223.273,554.808,243.206,484.963,434.473,568.452,441.713,603.701,605.238
1953,3,5,505.472,524.944,19.4718,0,229.1,0,0,505.472,0,0,505.324,0,0,223.009,408.199,409.009,151.903,524.944,410.362,389.355,524.648,496.123,441.401
1954,10,90,450.516,481.031,30.5156,0,0,0,0,0,0,0,0,0,450.516,191.789,209.152,138.984,41.4401,264.786,269.573,303.866,322.932,387.794,481.031
1955,3,50,228.466,310.933,82.4665,0,0,0,0,0,0,0,228.466,0,0,114.198,97.2856,211.233,49.0269,412.788,149.728,243.382,310.933,304.746,280.477
1956,50,50,330.743,330.743,330.743,0,0,0,0,0,228.883,0,228.372,228.848,277.669,342.174,221.905,450.582,179.611,472.145,329.767,329.767,330.743,341.697,555.337
1957,2,70,491.226,548.452,57.2258,0,0,281.485,291.957,450.669,0,291.852,228.179,491.226,450.417,403.879,375.662,562.97,407.915,655.339,475.418,459.704,388.358,548.452,502.835
1958,90,90,563.251,563.251,563.251,0,0,430.101,0,338.85,450.349,0,0,0,281.625,237.643,492.724,522.201,460.611,677.701,450.699,430.426,434.785,379.478,563.251
1959,4,50,449.844,585.687,135.844,0,0,0,0,430.667,266.493,0,449.844,0,266.363,216.03,387.778,358.824,274.578,501.334,502.986,398.642,585.687,389.584,446.725
1960,3,3,231.571,231.571,231.571,0,0,0,0,0,0,0,0,0,0,221.453,122.719,231.571,178.106,230.146,197.966,197.14,325.005,197.14,210.056
1961,30,30,148.741,148.741,148.741,0,0,0,0,0,0,0,0,0,0,108.709,162.983,321.912,108.709,182.433,274.308,148.741,157.395,289.936,268.352
1962,70,70,517.22,517.22,517.22,0,0,0,0,0,497.572,0,0,497.61,430.974,164.354,328.347,421.831,174.769,447.837,531.143,110.997,457.163,517.22,545.948
1963,30,30,412.84,412.84,412.84,0,0,292.137,0,0,0,0,0,0,291.917,215.999,412.289,472.273,239.242,386.511,429.967,412.84,443.891,379.971,425.834
1964,10,5,443.728,471.456,27.7279,0,0,0,0,443.728,292.483,0,0,430.958,0,226.859,389.433,433.767,170.005,471.456,368.965,511.505,371.024,523.917,534.516
1965,1,30,468.634,473.268,4.63413,0,0,0,0,443.386,0,468.634,292.02,332.418,443.459,108.174,195.367,468.4,170.958,634.773,331.262,473.268,356.039,664.836,730.917
1966,5,5,734.574,734.574,734.573,0,0,443.709,0,549.287,0,0,0,573.758,549.392,220.051,388.189,679.418,239.786,734.573,441.459,343.559,548.855,697.516,686.785
1967,5,5,358.011,358.011,358.011,0,0,0,0,0,0,0,0,0,0,128.963,223.389,397.082,359.089,358.011,504.049,350.065,475.541,614.97,492.796
1968,2,50,549.155,550.31,1.15503,0,0,469.035,0,0,0,0,549.155,443.895,0,231.537,251.959,470.07,164.137,543.064,594.932,194.546,550.31,517.79,454.672
1969,2,50,549.966,575.931,25.9656,0,0,520.509,0,0,0,0,549.966,0,0,102.094,242.629,701.018,253.205,608.84,498.211,510.573,575.931,391.091,290.668
1970,4,3,527.65,577.301,49.6504,0,0,527.65,0,468.52,0,0,0,0,0,208.353,440.346,577.301,168.161,469.039,369.155,405.842,211.777,339.797,515.739
1971,50,50,129.878,129.878,129.878,0,0,0,0,0,0,0,0,0,0,238.393,268.498,323.04,224.227,414.672,187.593,357.892,129.878,219.612,388.008
1972,4,3,676.476,738.952,62.4761,0,473.207,676.476,0,528.049,0,404.561,0,519.738,0,198.113,566.413,738.952,389.004,704.098,595.274,645.123,384.982,657.476,477.535
1973,10,10,534.152,534.152,534.152,0,0,0,0,0,404.076,463.351,519.889,0,0,210.604,333.987,537.801,461.022,355.055,534.152,516.702,563.777,497.366,335.467
1974,90,90,463.769,463.769,463.769,0,0,0,0,0,0,0,0,0,462.885,205.28,311.008,454.049,236.509,351.342,271.495,372.764,465.142,544.009,463.769
1975,90,90,422.676,422.676,422.676,0,0,0,0,0,0,0,0,0,0,259.907,149.474,305.429,125.468,287.837,381.525,351.319,474.947,499.382,422.676
1976,3,3,503.024,503.024,503.024,0,0,463.512,0,0,0,0,0,0,463.065,303.785,277.774,503.024,307.131,401.756,435.268,372.547,439.056,535.709,516.13
1977,10,70,404.177,476.353,72.1766,0,0,0,0,0,0,0,0,404.177,0,220.06,273.391,335.649,178.637,313.364,383.121,211.709,334.484,476.353,419.396
1978,3,3,450.955,450.955,450.955,0,0,0,0,0,0,0,0,0,0,278.631,177.409,450.955,110.718,258.533,474.417,227.777,295.542,358.688,322.682
1979,2,70,463.321,558.641,95.3205,201.969,0,0,0,0,0,0,462.925,463.321,0,253.937,174.714,177.924,85.1779,294.728,435.725,235.163,531.85,558.641,317.057
1980,3,30,314.34,320.68,6.34003,0,0,0,0,0,0,314.34,0,0,0,272.297,199.042,273.43,174.199,364.786,157.727,320.68,438.343,400.018,190.343
1981,50,70,507.647,545.293,37.6466,0,0,0,0,474.36,0,314.677,0,507.647,0,327.891,270.419,411.971,266.705,534.72,202.053,401.354,471.174,545.293,386.313
1982,90,90,275.846,275.846,275.846,0,0,0,0,0,0,0,0,0,0,65.8222,65.8222,200.271,117.024,271.3,194.211,228.311,275.32,459.93,275.846
1983,70,70,485.39,485.39,485.39,0,0,314.991,0,437.782,0,202.496,0,0,0,123.875,222.004,453.983,206.05,571.563,515.346,248.993,429.609,485.39,405.551
1984,90,10,426.193,586.386,160.193,0,0,0,0,208.411,426.193,0,0,0,0,333.138,425.2,410.889,269.773,416.822,586.386,506.733,425.075,332.497,243.548
1985,5,90,437.775,579.549,141.775,186.25,0,0,183.486,0,0,0,314.502,0,437.775,372.499,376.524,159.791,238.973,408.941,239.625,273.76,315.004,472.746,579.549
1986,70,70,517.718,517.718,517.718,0,0,0,0,0,0,0,0,473.859,437.455,210.732,268.79,474.038,222.861,462.634,316.431,385.501,346.169,517.718,454.91
1987,50,5,426.383,428.765,2.38267,0,0,0,0,426.383,0,0,202.453,0,201.898,263.871,349.977,538.225,179.483,428.765,231.696,249.086,300.905,295.822,345.796
1988,5,5,325.813,325.813,325.813,0,0,0,0,0,242.808,0,0,315.055,0,37.8912,231.524,349.106,36.0504,325.813,485.616,51.1531,409.398,430.11,233.285
1989,4,70,437.359,464.719,27.3593,0,0,0,0,0,280.489,182.971,0,437.359,0,142.707,157.891,229.522,70.2921,237.999,476.977,257.942,398.429,464.719,346.743
1990,30,30,321.108,321.108,321.108,0,0,241.681,0,0,0,280.554,0,0,0,191.935,285.928,483.362,117.232,266.399,332.393,321.108,347.83,410.874,221.126
1991,5,90,426.268,516.536,90.268,0,0,281.12,0,0,0,280.672,425.929,280.981,426.268,138.532,254.751,474.24,64.5734,372.454,392.714,297.343,447.858,561.962,516.536
1992,3,70,557.974,627.949,69.9744,0,0,515.646,0,183.303,464.988,0,315.448,557.974,426.827,157.292,212.81,525.291,206.257,304.607,523.975,377.006,630.895,627.949,565.655
1993,3,5,281.204,362.408,81.2039,0,0,0,0,281.204,0,0,281.092,0,252.787,60.6638,182.399,270.624,145.9,362.408,443.341,83.163,538.184,423.849,505.575
1994,10,10,299.113,299.113,299.113,0,0,0,0,0,0,0,0,0,0,94.9509,111.885,349.543,158.065,158.065,299.113,107.926,336.465,281.822,133.676
1995,4,4,126.288,126.288,126.288,0,0,0,0,0,0,0,0,0,0,37.6744,262.954,280.557,126.288,491.465,436.991,192.008,180.012,258.423,119.039
1996,10,5,464.951,591.903,126.951,0,0,0,0,464.951,451.177,0,0,230.785,0,239.711,356.319,475.828,5.11463,591.903,458.353,316.953,407.234,461.571,435.262
1997,30,70,293.679,587.358,293.679,0,0,0,0,0,228.915,0,0,293.679,0,32.1983,230.703,465.235,47.5295,194.994,327.83,98.9514,314.455,587.358,248.126
1998,50,10,331.123,358.245,27.1226,0,0,0,0,0,331.123,0,0,280.523,0,40.2275,294.101,348.563,122.454,392.714,358.245,355.188,198.132,413.047,311.386
1999,2,5,534.754,537.509,2.7544,231.859,231.744,254.664,0,534.754,331.294,228.519,450.891,0,0,259.719,325.488,509.328,320.609,537.509,444.588,419.039,541.781,481.836,450.891
2000,3,3,509.585,509.585,509.585,0,149.669,330.792,0,0,491.791,331.573,492.046,465.441,251.961,59.7119,297.338,509.585,87.7468,459.215,573.582,367.145,700.093,650.883,503.922
2001,30,70,534.276,708.552,174.276,0,0,330.987,155.089,451.428,0,0,0,534.276,331.665,261.777,323.629,451.973,310.179,470.857,474.381,376.93,497.384,708.552,529.329
2002,1,70,533.773,569.546,35.7731,0,413.627,491.773,0,310.76,450.178,0,252.796,533.773,491.891,300.121,429.254,523.546,344.517,621.521,542.356,451.78,505.591,569.546,541.781
2003,90,3,564.202,578.405,14.2024,0,0,564.202,0,331.045,231.606,0,278.707,534.32,450.063,220.971,430.992,578.405,246.396,496.091,359.211,373.673,557.414,564.64,516.126
2004,4,90,265.415,530.83,265.415,0,0,0,0,0,151.076,232.239,0,0,265.415,252.402,369.049,257.3,232.144,372.794,302.152,280.478,404.856,449.415,530.83
2005,10,10,620.634,620.634,620.634,0,0,0,0,0,517.317,0,413.214,451.168,248.967,267.628,264.008,426.705,159.665,415.61,620.634,378.294,414.427,544.336,497.934
2006,3,5,450.21,470.42,20.2101,0,0,169.264,0,450.21,0,0,0,251.956,191.722,221.619,267.564,338.527,159.665,470.42,430.295,338.578,423.339,503.912,383.443
2007,1,5,450.711,511.421,60.7106,0,0,0,0,450.711,413.446,0,0,330.985,0,298.861,307.584,455.504,150.854,511.421,436.893,353.263,396.842,421.97,483.905
2008,2,10,444.301,524.602,80.3012,0,0,413.596,0,0,444.301,358.505,0,0,0,185.043,210.722,461.192,214.996,435.869,524.602,401.011,397.957,459.198,378.839
2009,10,10,533.035,533.035,533.035,0,0,444.356,0,245.153,444.518,0,358.141,450.165,444.331,148.291,408.054,478.712,260.327,490.305,533.035,375.31,472.282,454.33,542.661
2010,70,70,441.42,441.42,441.42,130.7,130.034,0,0,161.732,0,0,0,231.71,0,261.4,246.067,298.62,193.683,323.464,324.565,424.471,442.82,441.42,432.873
2011,3,3,333.132,333.132,333.132,0,0,0,130.022,0,0,0,0,231.997,0,148.339,217.191,333.132,252.043,268.58,319.969,296.957,441.366,403.995,273.53
2012,30,30,268.549,268.549,268.549,0,0,0,0,0,0,134.274,0,230.048,0,170.43,278.17,360.86,188.787,350.578,340.044,268.549,427.936,460.097,296.485
2013,5,50,463.891,519.783,55.8913,0,0,358.206,0,0,358.301,209.246,463.891,413.28,0,382.026,342.642,434.411,134.044,431.814,370.602,418.492,519.783,582.559,497.533
2014,2,90,550.075,568.15,18.0749,0,0,0,0,0,0,0,0,444.697,550.075,215.998,135.974,368.82,175.679,257.332,403.024,307.019,347.066,527.395,568.15
2015,2,10,550.266,706.532,156.266,0,0,0,0,0,550.266,0,423.541,469.485,550.032,209.665,288.71,529.758,222.074,402.179,706.532,381.765,533.082,572.969,598.064
2016,30,30,344.549,344.549,344.549,0,0,239.662,0,0,0,0,0,0,0,215.038,270.944,479.324,222.538,470.732,384.949,344.549,401.343,326.095,501.878
2017,90,90,575.058,575.058,575.058,0,0,0,0,256.394,528.635,0,404.294,358.629,287.529,189.768,254.956,508.625,193.781,512.788,601.27,251.171,472.589,563.257,575.058
2018,4,10,273.889,547.778,273.889,0,0,0,0,0,273.889,0,0,0,175.971,107.711,107.711,383.159,179.296,240.897,547.778,358.895,358.096,515.421,351.941
2019,70,70,461.863,461.863,461.863,0,0,0,0,0,157.533,0,0,0,0,161.995,192.824,313.708,210.667,318.812,315.065,367.473,352.233,461.863,310.033
2020,10,70,550.438,586.877,36.4383,0,0,404.697,0,0,0,404.561,314.947,550.438,0,279.552,280.613,435.394,107.356,409.958,273.578,457.121,353.893,586.877,440.468
2021,10,5,422.858,555.717,132.858,0,0,0,0,422.858,0,0,0,0,0,232.406,233.55,338.906,256.696,555.717,290.219,341.837,297.108,491.406,497.476
2022,70,70,483.337,483.337,483.337,0,0,0,0,0,423.642,0,276.066,0,0,255.122,222.688,304.456,198.22,326.666,509.283,312.091,432.133,483.337,358.785
2023,5,70,528.168,546.337,18.1684,0,0,0,0,0,503.661,0,0,528.168,0,230.216,377.062,441.411,288.864,425.238,517.321,302.797,426.424,546.337,444.346
2024,10,10,293.907,293.907,293.907,0,0,276.03,0,0,0,0,0,0,0,207.884,317.278,360.06,203.942,344.155,293.907,246.874,416.866,467.512,280.949
2025,1,50,438.311,558.623,120.311,0,0,0,0,0,0,0,438.311,248.31,314.571,289.209,346.528,375.636,289.209,332.949,273.093,410.403,558.623,496.62,471.141
2026,30,30,422.542,422.542,422.542,0,0,0,0,0,0,0,0,0,0,222.477,228.782,304.305,248.069,346.985,161.234,422.542,192.799,337.851,409.786
2027,10,10,412.431,412.431,412.431,0,0,0,0,314.785,0,0,0,0,0,147.818,186.129,249.195,136.77,437.571,412.431,273.409,377.86,376.44,436.586
2028,4,3,518.245,598.49,80.2451,437.667,0,518.245,0,508.543,0,0,0,464.007,427.008,511.335,281.585,598.49,219.017,541.086,391.228,309.911,408.704,476.013,518.017
2029,2,2,344.973,344.973,344.973,0,321.486,0,0,275.914,314.503,0,0,0,0,248.545,344.973,372.024,267.209,405.828,555.006,314.741,260.338,331.219,418.004
2030,70,10,507.714,613.427,105.714,0,0,427.06,0,485.957,507.714,0,0,0,0,141.829,223.513,456.12,233.777,583.914,613.427,155.11,313.128,243.234,277.735
2031,1,5,426.515,481.031,54.5154,0,0,325.82,0,426.515,0,0,321.47,0,326.037,164.736,310.985,431.64,131.274,481.031,315.253,263.697,342.939,377.476,414.073
2032,50,50,457.016,457.016,457.016,0,0,437.517,0,0,285.593,0,426.508,314.386,0,105.469,359.774,459.034,143.762,175.348,571.185,281.768,457.016,612.772,345.915
2033,4,10,485.559,613.117,127.559,0,281.571,321.736,0,438.338,485.559,0,426.426,276.04,321.231,115.893,287.142,509.473,216.418,530.676,613.117,290.792,522.851,516.08,530.461
2034,70,3,427.122,490.244,63.1218,134.078,299.9,427.122,0,0,0,0,0,0,0,268.155,317.8,490.244,265.749,348.931,251.725,220.756,355.637,409.33,448.223
2035,3,70,438.332,514.664,76.3318,0,0,0,0,0,0,0,281.933,438.332,281.711,61.515,106.765,308.121,60.9026,169.003,251.208,191.283,325.865,514.664,395.422
2036,2,3,558.456,620.912,62.4558,0,0,558.456,0,321.327,0,0,0,438.12,299.612,233.451,252.955,620.912,137.227,410.654,452.513,161.833,167.028,454.24,381.225
2037,4,30,127.168,208.336,81.1678,0,0,0,0,0,0,127.168,127.142,0,127.168,54.2458,86.383,281.011,52.3768,201.77,410.975,208.336,176.284,409.215,208.336
2038,5,5,501.762,501.762,501.762,0,331.333,315.32,0,0,326.077,173.403,465.531,326.359,0,231.17,438.665,630.64,38.8524,501.762,606.153,346.807,519.062,574.717,331.203
2039,1,30,465.361,562.723,97.3615,0,0,299.504,0,0,437.97,465.361,294.241,321.742,294.639,88.8454,375.639,387.009,95.3414,383.03,607.939,562.723,452.482,469.485,483.277
2040,30,30,670.759,670.759,670.759,0,0,178.093,0,299.803,321.426,465.38,0,426.993,331.315,443.121,399.648,356.186,282.805,401.606,468.852,670.759,240.556,569.987,640.631
2041,30,50,535.441,542.883,7.44128,0,0,465.358,0,265.967,0,0,535.441,351.88,0,267.674,429.692,562.716,211.482,531.933,325.224,420.485,542.883,703.761,428.188
2042,3,3,609.793,609.793,609.793,0,0,304.897,0,303.035,0,293.896,0,325.956,510.267,409.884,367.222,609.793,434.364,606.069,538.556,505.792,526.466,651.913,584.534
2043,90,90,617.004,617.004,617.004,266.076,0,294.662,0,331.928,281.567,331.646,509.614,217.196,534.502,324.153,233.089,521.324,110.06,535.857,467.133,409.293,513.228,434.392,617.004
2044,5,5,261.7,261.7,261.7,0,0,0,0,0,143.809,0,0,0,0,146.513,230.877,188.631,108.968,261.7,287.618,234.489,365.842,406.574,221.272
2045,2,70,331.823,481.646,149.823,0,0,0,0,0,0,0,0,331.823,0,126.331,317.268,249.29,23.3517,189.039,313.066,236.726,442.606,481.646,289.917
2046,10,70,331.85,479.699,147.85,0,0,0,0,0,0,0,0,331.85,0,292.293,209.354,295.332,40.2983,414.874,275.571,193.205,440.069,479.699,264.248
2047,5,5,424.753,424.753,424.753,0,0,0,0,0,0,0,265.537,331.97,0,227.991,180.822,440.394,210.163,424.753,289.211,156.324,311.074,465.941,326.539
2048,1,3,265.894,449.789,183.894,0,0,265.895,0,0,0,0,0,0,0,151.446,177.734,449.789,104.597,379.776,415.777,224.045,489.44,513.973,353.038
2049,5,70,510.044,510.089,0.0444197,0,0,0,0,0,0,265.578,450.279,510.044,451.616,175.326,320.223,188.066,213.825,439.958,479.324,521.157,568.557,510.089,611.233
2050,4,50,451.359,456.719,5.35941,0,0,0,0,265.872,0,0,451.359,0,444.631,217.155,280.792,421.425,126.244,367.744,429.654,326.804,456.719,341.37,541.263
2051,3,90,533.547,553.094,19.5468,269.368,333.521,450.468,269.176,0,0,450.364,451.455,0,533.547,348.736,543.042,520.937,278.353,565.443,429.868,504.729,494.91,547.941,553.094
2052,10,90,533.269,624.538,91.269,0,268.792,451.533,0,444.79,265.634,0,444.797,338.6,533.269,300.203,523.584,601.066,240.427,551.579,353.268,364.743,515.594,677.201,624.538
2053,10,70,620.85,625.701,4.85043,0,464.036,444.946,0,533.354,450.907,0,0,620.85,533.342,327.317,618.073,647.891,171.6,600.707,527.814,349.382,485.687,625.701,816.684
2054,1,2,550.731,605.463,54.7314,0,550.731,533.118,0,441.723,451.376,0,442.333,0,442.14,297.583,605.463,678.237,332.49,755.445,500.752,349.008,556.665,590.101,818.281
2055,5,5,539.756,539.756,539.756,345.499,0,441.581,0,333.878,441.853,0,333.93,451.104,353.334,422.997,307.023,599.163,282.365,539.756,507.706,412.235,473.86,540.208,706.668
2056,5,70,451.381,464.762,13.3808,0,0,268.839,0,334.011,333.934,333.235,269.443,451.381,269.059,202.237,314.844,365.677,173.139,402.022,521.867,376.471,442.886,464.762,450.119
2057,5,70,451.435,476.87,25.4351,0,0,0,274.263,269.219,269.233,0,0,451.435,0,232.628,234.382,305.9,328.526,324.438,376.466,307.06,396.872,476.87,440.77
2058,2,2,349.051,349.051,349.051,0,0,0,0,0,0,0,0,0,0,355.243,349.051,256.109,258.257,397.854,452.393,465.877,249.256,412.853,355.413
2059,3,3,355.711,355.711,355.711,0,0,0,0,0,0,0,345.506,0,345.406,173.206,149.68,355.711,91.9073,395.922,274.228,222.125,349.011,275.114,480.812
2060,2,90,274.853,461.707,186.853,0,0,0,0,0,0,0,0,0,274.853,123.868,61.3209,306.087,94.2067,495.59,262.042,262.092,328.749,284.949,461.707
2061,1,5,345.064,536.128,191.064,0,0,344.886,0,345.064,0,0,274.212,333.378,279.982,161.464,292.277,373.772,145.08,536.128,295.499,271.749,336.424,556.756,559.964
2062,5,50,462.081,514.163,52.0813,0,0,0,0,345.362,0,0,462.081,289.315,0,169.194,172.579,440.249,40.2825,366.723,296.253,211.219,514.163,578.63,430.092
2063,50,50,480.191,480.191,480.191,294.552,0,293.575,294.358,0,0,0,462.096,464.288,0,437.104,332.527,587.15,314.715,563.841,275.188,300.268,480.191,568.577,380.82
2064,3,3,632.378,632.378,632.378,0,483.881,462.189,0,316.628,423.064,422.909,462.054,550.264,422.879,404.722,643.761,632.378,401.318,633.256,460.129,471.818,610.109,586.528,649.757
2065,4,4,182.014,182.014,182.014,0,0,0,0,0,0,0,0,0,0,207.751,266.868,408.637,182.014,240.173,347.571,334.15,346.115,339.92,340.917
2066,50,50,389.155,389.155,389.155,0,0,0,0,0,0,0,0,344.718,0,195.518,131.478,332.804,100.963,421.125,295.518,275.686,389.155,433.436,452.033
2067,10,5,483.799,585.598,101.799,0,0,0,0,483.799,0,294.851,0,0,294.709,336.835,199.549,250.437,138.686,585.598,362.214,313.701,370.309,423.199,511.417
2068,90,90,322.007,322.007,322.007,0,0,0,0,0,0,0,0,274.816,0,81.9715,107.484,126.918,61.5156,181.132,262.252,328.933,243.821,391.633,322.007
2069,4,70,423.19,468.381,45.1905,0,0,0,0,0,0,0,0,423.19,0,260.08,94.4906,298.499,89.5763,237.026,364.533,180.543,441.181,468.381,404.709
2070,2,90,423.442,456.884,33.442,0,0,294.396,0,294.336,345.948,0,294.353,422.871,423.442,315.813,203.754,486.793,185.111,354.671,539.896,411.82,476.706,567.742,456.884
2071,70,70,560.121,560.121,560.121,0,0,0,0,0,427.229,0,423.085,294.06,423.305,190.797,338.599,425.816,60.0737,387.534,460.458,289.037,426.17,560.121,534.61
2072,90,90,573.951,573.951,573.951,0,0,423.186,0,422.889,0,0,413.376,316.914,412.976,300.835,381.597,646.372,146.828,581.777,436.811,490.974,564.753,633.829,573.951
2073,2,50,518.605,525.21,6.60479,0,0,0,0,413.381,0,426.884,518.605,438.809,412.973,290.118,295.52,401.831,308.179,478.761,416.838,575.768,525.21,711.617,453.945
2074,2,50,519.202,572.404,53.2021,439.317,486.3,345.205,0,0,439.049,457.502,519.202,423.081,518.948,530.634,512.599,488.409,304.656,492.426,514.098,597.004,572.404,746.162,589.895
2075,10,10,649.682,649.682,649.682,558.506,427.241,508.541,0,345.399,558.841,486.419,519.005,412.582,345.419,559.013,486.482,575.083,274.662,594.799,649.682,550.838,548.011,603.165,550.838
2076,5,5,684.745,684.745,684.745,234.293,438.993,427.462,0,508.372,0,0,380.105,518.431,508.203,468.586,477.986,504.924,176.194,684.745,513.957,306.343,760.209,522.862,806.407
2077,70,70,756.937,756.937,756.937,0,0,457.048,0,0,291.721,438.672,508.214,378.468,426.685,403.246,417.175,688.096,122.174,456.802,583.443,499.344,648.429,756.937,681.37
2078,1,70,345.703,459.406,113.703,0,154.665,0,0,0,0,0,0,345.703,0,117.452,309.329,381.438,83.666,382.585,264.487,348.958,290.677,459.406,391.084
2079,50,90,486.292,538.584,52.2919,0,0,0,0,0,0,0,0,0,486.292,117.832,246.026,267.656,36.1032,277.387,307.942,230.217,242.072,321.521,538.584
2080,4,3,127.683,213.366,85.6828,0,0,127.683,0,0,0,0,0,0,0,110.522,110.522,213.366,29.1313,173.552,101.97,62.8309,283.313,280.734,234.804
2081,90,90,533.811,533.811,533.811,0,0,168.185,0,0,0,0,438.744,427.084,427.906,410.722,87.4611,336.37,155.029,397.27,502.837,103.157,529.488,622.168,533.811
2082,90,70,457.396,528.793,71.3964,0,0,0,0,0,0,0,0,457.396,0,193.242,294.463,496.595,94.7161,437.816,419.804,474.324,333.362,528.793,224.342
2083,5,3,466.04,566.08,100.04,0,0,466.04,0,223.201,0,262.436,210,457.973,0,204.673,218.081,566.08,229.224,446.402,403.444,342.872,420,505.947,225.618
2084,70,70,457.507,457.507,457.507,332.056,0,0,0,0,282.769,0,0,0,0,356.112,230.717,430.244,95.8769,415.7,565.539,94.3043,262.62,457.507,238.099
2085,30,70,486.454,548.909,62.4545,332.627,267.221,0,0,0,331.915,331.972,465.893,486.454,127.725,375.254,534.442,493.156,182.674,521.676,525.829,393.945,561.785,548.909,243.45
2086,10,3,536.407,546.814,10.4071,0,332.348,536.407,0,0,332.208,425.228,0,486.131,502.394,366.045,398.697,546.814,183.677,520.454,518.415,548.456,567.504,544.261,666.788
2087,4,70,427.799,449.599,21.7993,0,0,0,0,0,0,266.244,0,427.799,0,118.034,170.418,313.96,97.7434,307.03,185.727,458.488,436.031,449.599,392.529
2088,4,70,427.18,448.36,21.1798,0,0,0,0,0,266.037,0,0,427.18,0,53.4412,161.998,216.121,208.921,256.659,362.074,361.021,462.409,448.36,363.17
